atom   9    2.5181100   -0.5190215    0.7686515
atom   6    1.2246100   -0.5625715    0.4647915
atom   6    0.5762900   -1.2010315   -0.5082185
atom   9    1.0207100   -1.9934915   -1.4787585
atom   6   -0.8741700   -0.6919115   -0.4218085
atom   6   -0.8771000    0.7979685   -0.8528485
atom   6   -0.2279300    1.4378285    0.1230415
atom   6    0.1624700    0.3286085    1.1342815
atom   8   -0.9831600   -0.5402315    1.0091515
atom   1   -1.6427500   -1.3500515   -0.8419085
atom   1   -1.2956300    1.1787685   -1.7835085
atom   1    0.0353900    2.4905085    0.2172815
atom   1    0.3631600    0.6246285    2.1698515
bond   1   2
bond   2   3
bond   3   4
bond   3   5
bond   5   6
bond   6   7
bond   2   8
bond   7   8
bond   5   9
bond   8   9
bond   5  10
bond   6  11
bond   7  12
bond   8  13
