atom   6   -0.3153995    2.7680196   -4.8207488
atom   7   -0.1350095    1.7369596   -3.8226588
atom   6    0.8710805    1.7632796   -2.9180188
atom   8    1.7584305    2.6272496   -2.9738888
atom   6    0.7927805    0.6169896   -1.9515088
atom   6   -0.5554195    0.6504396   -0.2877988
atom   6   -0.2731495   -0.3464704    0.4325912
atom   6   -0.7106495   -1.1755004    1.6100512
atom   6   -0.1903995   -0.6021204    2.9401312
atom   6   -0.4746295   -1.2758504    4.1409112
atom   6   -0.0816695   -0.7512604    5.3725712
atom   6    0.6041105    0.4677696    5.4353412
atom   6    0.8823805    1.1525496    4.2517912
atom   6    0.4824905    0.6212096    3.0201012
atom   6   -0.2919095   -2.6573904    1.4398212
atom   6   -1.0251995   -3.4974804    0.5843412
atom   6   -0.7344795   -4.8588604    0.4814012
atom   6    0.3249805   -5.4118204    1.2059812
atom   6    1.0895005   -4.5815104    2.0272012
atom   6    0.7766405   -3.2240704    2.1483312
atom   6   -2.2870195   -1.1689004    1.6997112
atom   6   -3.0016695    0.0548796    2.2783112
atom   6   -3.3755095    1.1876296    1.3233812
atom   6   -2.2603795    2.1316796    0.8638312
atom   6   -1.5050595    1.8090996   -0.4770688
atom   6   -0.6964995    3.0964096   -0.7758388
atom   6   -1.0080095    4.0128396   -1.7874888
atom   6   -0.2491995    5.1744196   -1.9683188
atom   6    0.8382205    5.4495496   -1.1381388
atom   6    1.1564305    4.5479396   -0.1179888
atom   6    0.3965705    3.3915496    0.0557412
atom   6   -2.5566495    1.4693096   -1.5475888
atom   6   -2.5741895    0.2291696   -2.2031688
atom   6   -3.5550695   -0.0783304   -3.1529788
atom   6   -4.5602995    0.8426596   -3.4518688
atom   6   -4.5836995    2.0656496   -2.7735788
atom   6   -3.6000495    2.3693596   -1.8305788
atom   6    1.8329705   -1.0844304   -0.6981788
atom   6    1.1999705   -2.1953104   -1.4547488
atom   8    0.3660205   -2.1082104   -2.3504788
atom   8    1.6916305   -3.3926104   -1.0993688
atom   6    1.3358705   -4.5028904   -1.9279988
atom   6    3.0007205   -1.4469604    0.1752412
atom   6    3.0646905   -1.0623104    1.5188112
atom   6    4.1855905   -1.3536304    2.3006512
atom   6    5.2718005   -2.0330204    1.7449612
atom   6    5.2301605   -2.4095304    0.3975212
atom   6    4.1080305   -2.1166404   -0.3785488
atom   7    1.8988805    0.1550996   -1.2969388
atom   6    2.8534205    1.1269596   -0.7418088
atom   1    0.0092905    3.7409696   -4.4290988
atom   1    0.2635705    2.5592096   -5.7368288
atom   1   -1.3786095    2.8258496   -5.0886188
atom   1   -0.8721595    1.0492496   -3.7097888
atom   1    0.2013305   -0.1874504   -2.3669588
atom   1   -1.0112495   -2.2257104    4.1148612
atom   1   -0.3135195   -1.2973304    6.2903512
atom   1    0.9139305    0.8781696    6.3993212
atom   1    1.4128205    2.1074996    4.2786212
atom   1    0.7029005    1.1662696    2.1049912
atom   1   -1.8431295   -3.0907504   -0.0101988
atom   1   -1.3351095   -5.4887304   -0.1788988
atom   1    0.5563005   -6.4763904    1.1235812
atom   1    1.9313405   -4.9897104    2.5921012
atom   1    1.3701305   -2.6098504    2.8207412
atom   1   -2.6929795   -1.3801404    0.7001312
atom   1   -2.5487395   -2.0327604    2.3282712
atom   1   -2.4421195    0.4626496    3.1346912
atom   1   -3.9474795   -0.3224004    2.7018912
atom   1   -3.9086995    0.7727796    0.4531512
atom   1   -4.1170795    1.8121696    1.8485112
atom   1   -2.6957795    3.1318096    0.7229712
atom   1   -1.5080495    2.2408096    1.6585912
atom   1   -1.8288195    3.8203596   -2.4740188
atom   1   -0.5098695    5.8608896   -2.7776288
atom   1    1.4334805    6.3537896   -1.2853588
atom   1    2.0066105    4.7383896    0.5415312
atom   1    0.6702305    2.6946796    0.8465912
atom   1   -1.8205295   -0.5199904   -1.9654788
atom   1   -3.5317495   -1.0500104   -3.6521788
atom   1   -5.3276395    0.6059796   -4.1925288
atom   1   -5.3775895    2.7890996   -2.9745188
atom   1   -3.6585195    3.3198796   -1.2999588
atom   1    0.2475405   -4.6071604   -2.0112088
atom   1    1.7681205   -4.3724304   -2.9318788
atom   1    1.7624405   -5.3884604   -1.4446388
atom   1    2.2297105   -0.5275404    1.9598312
atom   1    4.2034105   -1.0467004    3.3491612
atom   1    6.1488305   -2.2649504    2.3540112
atom   1    6.0779005   -2.9314404   -0.0529588
atom   1    4.0891405   -2.4073904   -1.4302288
atom   1    2.8228905    2.0256496   -1.3574188
atom   1    2.5721705    1.3742496    0.2912212
atom   1    3.8631705    0.7033396   -0.7461588
bond   1   2
bond   2   3
bond   3   4
bond   3   5
bond   6   7
bond   7   8
bond   8   9
bond   9  10
bond  10  11
bond  11  12
bond  12  13
bond   9  14
bond  13  14
bond   8  15
bond  15  16
bond  16  17
bond  17  18
bond  18  19
bond  15  20
bond  19  20
bond   8  21
bond  21  22
bond  22  23
bond  23  24
bond   6  25
bond  24  25
bond  25  26
bond  26  27
bond  27  28
bond  28  29
bond  29  30
bond  26  31
bond  30  31
bond  25  32
bond  32  33
bond  33  34
bond  34  35
bond  35  36
bond  32  37
bond  36  37
bond  38  39
bond  39  40
bond  39  41
bond  41  42
bond  38  43
bond  43  44
bond  44  45
bond  45  46
bond  46  47
bond  43  48
bond  47  48
bond   5  49
bond  38  49
bond  49  50
bond   1  51
bond   1  52
bond   1  53
bond   2  54
bond   5  55
bond  10  56
bond  11  57
bond  12  58
bond  13  59
bond  14  60
bond  16  61
bond  17  62
bond  18  63
bond  19  64
bond  20  65
bond  21  66
bond  21  67
bond  22  68
bond  22  69
bond  23  70
bond  23  71
bond  24  72
bond  24  73
bond  27  74
bond  28  75
bond  29  76
bond  30  77
bond  31  78
bond  33  79
bond  34  80
bond  35  81
bond  36  82
bond  37  83
bond  42  84
bond  42  85
bond  42  86
bond  44  87
bond  45  88
bond  46  89
bond  47  90
bond  48  91
bond  50  92
bond  50  93
bond  50  94
