atom   9    3.2955420   -0.1195710   -0.3785585
atom   6    2.4017220    0.1523590    0.6007215
atom   9    2.8534520   -0.4439910    1.7191515
atom   9    2.4772020    1.4905190    0.8082715
atom   6    1.0300020   -0.2693410    0.2349815
atom   6    0.1918620   -1.0323310    0.9563815
atom   6   -1.1481680   -1.0031910    0.2478915
atom   6   -1.7106980    0.4419490    0.4748415
atom   6   -0.7406280    1.3302490   -0.3557985
atom   6    0.2599920    0.2883590   -0.9525085
atom   6   -0.6897780   -0.8977310   -1.2243685
atom   1    0.3896320   -1.4893010    1.9271915
atom   1   -1.8467480   -1.8078710    0.5080915
atom   1   -2.7400880    0.5041290    0.0918115
atom   1   -1.7321180    0.7074790    1.5413615
atom   1   -1.2694980    1.8496790   -1.1685385
atom   1   -0.2208580    2.0865890    0.2483915
atom   1    0.8697220    0.6574190   -1.7863785
atom   1   -1.5076780   -0.6481710   -1.9174885
atom   1   -0.1628680   -1.7972310   -1.5754485
bond   1   2
bond   2   3
bond   2   4
bond   2   5
bond   5   6
bond   6   7
bond   7   8
bond   8   9
bond   5  10
bond   9  10
bond   7  11
bond  10  11
bond   6  12
bond   7  13
bond   8  14
bond   8  15
bond   9  16
bond   9  17
bond  10  18
bond  11  19
bond  11  20
