atom   6    3.7166404   -0.5130617   -0.3146587
atom   8    2.3094304   -0.2784317   -0.4370587
atom   6    1.7238904    0.4117983    0.5614713
atom   8    2.3433604    0.8282283    1.5253713
atom   6    0.2888204    0.5790083    0.3214913
atom   6   -0.6654096    0.9265583    1.2182513
atom  17   -0.4901396    1.2954083    2.8919813
atom   6   -2.0242696    0.7405883    0.5829613
atom   6   -2.2092196   -0.8103417    0.4643313
atom   6   -1.1416096   -1.2109617   -0.5930987
atom   6   -0.4662696    0.1540483   -0.9361687
atom   6   -1.6798496    1.1040883   -0.8761987
atom   1    4.2667004    0.4388183   -0.2761387
atom   1    3.9360504   -1.0936417    0.5936213
atom   1    4.0082204   -1.0817417   -1.2054687
atom   1   -2.8473296    1.2698783    1.0761613
atom   1   -3.2286096   -1.0282517    0.1144313
atom   1   -2.0699696   -1.3077517    1.4345113
atom   1   -1.6090296   -1.6377217   -1.4927287
atom   1   -0.4085996   -1.9367517   -0.2142387
atom   1    0.1328604    0.1543783   -1.8532187
atom   1   -1.4072696    2.1618683   -1.0024987
atom   1   -2.4783996    0.8339883   -1.5831087
bond   1   2
bond   2   3
bond   3   4
bond   3   5
bond   5   6
bond   6   7
bond   6   8
bond   8   9
bond   9  10
bond   5  11
bond  10  11
bond   8  12
bond  11  12
bond   1  13
bond   1  14
bond   1  15
bond   8  16
bond   9  17
bond   9  18
bond  10  19
bond  10  20
bond  11  21
bond  12  22
bond  12  23
