atom   6   -1.4335982    3.0108063   -3.0199366
atom   7   -1.9714782    2.2494163   -1.9100566
atom   6   -1.9259982    2.7508463   -0.6498966
atom   8   -1.6082782    3.9409463   -0.4327466
atom   6   -2.2464782    1.8364263    0.4523034
atom   6   -2.7555382    2.3289063    1.7463534
atom   8   -3.6464082    1.7152063    2.3590734
atom   7   -2.2238082    3.4868063    2.2001934
atom   6   -2.8041282    4.1710863    3.3373634
atom   8   -2.5716182    0.5934063    0.0554434
atom   6   -2.5030882   -0.5690137    0.6466834
atom   6   -2.6194782   -0.7108137    2.1611134
atom   8   -1.7821982   -0.2745037    2.9524334
atom   7   -3.7053882   -1.3978837    2.5547634
atom   6   -4.0198182   -1.5553937    3.9618934
atom   6   -2.6557682   -1.7166037   -0.2385966
atom   6   -2.3520282   -3.0153637    0.2254534
atom   6   -2.3845282   -4.1010437   -0.6465266
atom   6   -2.7228582   -3.9175237   -1.9921266
atom   6   -3.0325182   -2.6349437   -2.4600266
atom   6   -3.0009282   -1.5431437   -1.5962166
atom   6    0.0220718   -0.5025537    0.6910434
atom   6    0.4182118   -0.9431737   -0.7273066
atom   8    0.0193418    0.2075763   -1.4883166
atom   6    0.7685918    1.1524863   -0.7039966
atom   6    2.1876718    0.5229563   -0.8073166
atom   6    3.3979218    1.3397163   -0.8484766
atom   6    3.4081618    2.6052163   -0.2261566
atom   6    4.5513818    3.4068863   -0.2537566
atom   6    5.7013418    2.9710163   -0.9182266
atom   6    5.6974518    1.7255363   -1.5592566
atom   6    4.5612218    0.9193363   -1.5268766
atom   6    1.9639818   -0.8164337   -0.8006666
atom   6    2.8484118   -1.9780837   -0.6863366
atom   6    4.0653218   -1.9109737    0.0243134
atom   6    4.8824518   -3.0331937    0.1494634
atom   6    4.5042918   -4.2515737   -0.4278066
atom   6    3.2940418   -4.3382437   -1.1218266
atom   6    2.4708318   -3.2169637   -1.2439066
atom   6    0.2381318    0.8398663    0.7064234
atom   1   -1.8801082    4.0140363   -3.0503366
atom   1   -1.6739482    2.4917263   -3.9567366
atom   1   -0.3369782    3.1284763   -2.9563666
atom   1   -1.9028282    1.2388863   -1.9822766
atom   1   -1.7050982    4.0182163    1.4979734
atom   1   -2.8660482    3.4939763    4.2014034
atom   1   -3.8224682    4.5443063    3.1289134
atom   1   -2.1669482    5.0236263    3.6048034
atom   1   -4.3752982   -1.7092937    1.8586734
atom   1   -3.1920882   -2.0479437    4.4943134
atom   1   -4.9228082   -2.1701437    4.0575034
atom   1   -4.1975682   -0.5762937    4.4355834
atom   1   -2.0560882   -3.1698837    1.2636434
atom   1   -2.1353982   -5.0973137   -0.2748566
atom   1   -2.7470582   -4.7710937   -2.6731166
atom   1   -3.3051482   -2.4855537   -3.5071366
atom   1   -3.2548582   -0.5490837   -1.9639466
atom   1   -0.0828682   -1.1751537    1.5358234
atom   1   -0.0289982   -1.8639637   -1.1122566
atom   1    0.6696518    2.1757363   -1.0762066
atom   1    2.5174718    2.9571663    0.2991434
atom   1    4.5415118    4.3790963    0.2448034
atom   1    6.5941118    3.6001063   -0.9443266
atom   1    6.5867318    1.3834663   -2.0942966
atom   1    4.5640918   -0.0420437   -2.0423066
atom   1    4.3610018   -0.9725137    0.4945534
atom   1    5.8181718   -2.9599637    0.7089834
atom   1    5.1467518   -5.1297037   -0.3293766
atom   1    2.9859918   -5.2857837   -1.5703066
atom   1    1.5294318   -3.3002837   -1.7900266
atom   1    0.3027818    1.5101663    1.5598034
bond   1   2
bond   2   3
bond   3   4
bond   3   5
bond   5   6
bond   6   7
bond   6   8
bond   8   9
bond   5  10
bond  10  11
bond  11  12
bond  12  13
bond  12  14
bond  14  15
bond  11  16
bond  16  17
bond  17  18
bond  18  19
bond  19  20
bond  16  21
bond  20  21
bond  22  23
bond  23  24
bond  24  25
bond  25  26
bond  26  27
bond  27  28
bond  28  29
bond  29  30
bond  30  31
bond  27  32
bond  31  32
bond  23  33
bond  26  33
bond  33  34
bond  34  35
bond  35  36
bond  36  37
bond  37  38
bond  34  39
bond  38  39
bond  22  40
bond  25  40
bond   1  41
bond   1  42
bond   1  43
bond   2  44
bond   8  45
bond   9  46
bond   9  47
bond   9  48
bond  14  49
bond  15  50
bond  15  51
bond  15  52
bond  17  53
bond  18  54
bond  19  55
bond  20  56
bond  21  57
bond  22  58
bond  23  59
bond  25  60
bond  28  61
bond  29  62
bond  30  63
bond  31  64
bond  32  65
bond  35  66
bond  36  67
bond  37  68
bond  38  69
bond  39  70
bond  40  71
