atom   6    3.2600626    1.0267111   -0.3341563
atom   8    1.8757826    0.6875111   -0.4836763
atom   6    1.4320426   -0.3608389    0.2319737
atom   8    2.1463926   -1.0124589    0.9766037
atom   6    0.0147226   -0.6022589    0.0040737
atom   6   -0.8170374   -1.4270589    0.6627937
atom   9   -0.5740174   -2.2488889    1.6593637
atom   6   -2.2325274   -1.1753589    0.1201137
atom   6   -2.6404174    0.2371911    0.6027537
atom   6   -1.8426374    1.0688111   -0.0727663
atom   6   -0.9500074    0.1548811   -0.9436463
atom   8   -1.8877774   -0.9024689   -1.2472163
atom   1    3.4832826    1.2894511    0.7103537
atom   1    3.8994526    0.1859611   -0.6409663
atom   1    3.4325526    1.8907211   -0.9863563
atom   1   -2.9524574   -1.9925789    0.2336137
atom   1   -3.3872674    0.4426811    1.3681337
atom   1   -1.7582474    2.1534011   -0.0168063
atom   1   -0.5018974    0.5845911   -1.8441863
bond   1   2
bond   2   3
bond   3   4
bond   3   5
bond   5   6
bond   6   7
bond   6   8
bond   8   9
bond   9  10
bond   5  11
bond  10  11
bond   8  12
bond  11  12
bond   1  13
bond   1  14
bond   1  15
bond   8  16
bond   9  17
bond  10  18
bond  11  19
