atom   6    1.5559436   -1.1614608    2.4267211
atom   6    1.6243536   -1.7823508    1.0403711
atom   8    2.2894536   -2.8405608    0.9254111
atom   6    1.0258536   -1.1197708   -0.0790589
atom   7    0.1706036   -0.0302208    0.1120011
atom   6   -0.8532564    0.1206392    0.9364311
atom   6   -1.4332164   -1.0512908    1.6469911
atom   6   -1.4220264    1.4626092    1.0872611
atom   6   -0.6883364    2.6118292    0.7128911
atom   6   -1.2481364    3.8832092    0.8215711
atom   6   -2.5431664    4.0427692    1.3251711
atom   6   -3.2714564    2.9175092    1.7262711
atom   6   -2.7189664    1.6431292    1.6163511
atom   6    1.3241636   -1.4106608   -1.4830389
atom   6    2.4585036   -2.1555808   -1.8937489
atom   6    2.7303036   -2.3689208   -3.2433289
atom   6    1.8908236   -1.8528308   -4.2393889
atom   6    0.7649436   -1.1194808   -3.8568289
atom   6    0.4802936   -0.9093708   -2.5059389
atom   1    2.5707836   -1.2159608    2.8497711
atom   1    0.9040736   -1.7617008    3.0817311
atom   1    1.2125236   -0.1195208    2.4545311
atom   1    0.3373736    0.7581992   -0.5207689
atom   1   -2.5267864   -1.0494808    1.5284211
atom   1   -1.2273064   -1.0201108    2.7284211
atom   1   -1.0308464   -1.9897108    1.2446011
atom   1    0.3426736    2.5220092    0.3653011
atom   1   -0.6613964    4.7565492    0.5285511
atom   1   -2.9777264    5.0406092    1.4174611
atom   1   -4.2802064    3.0329692    2.1287711
atom   1   -3.3090464    0.7826292    1.9305911
atom   1    3.1236036   -2.5631708   -1.1363389
atom   1    3.6169136   -2.9443508   -3.5232089
atom   1    2.1094936   -2.0263808   -5.2955689
atom   1    0.0882736   -0.7167208   -4.6150589
atom   1   -0.4290764   -0.3650508   -2.2433189
bond   1   2
bond   2   3
bond   2   4
bond   4   5
bond   5   6
bond   6   7
bond   6   8
bond   8   9
bond   9  10
bond  10  11
bond  11  12
bond   8  13
bond  12  13
bond   4  14
bond  14  15
bond  15  16
bond  16  17
bond  17  18
bond  14  19
bond  18  19
bond   1  20
bond   1  21
bond   1  22
bond   5  23
bond   7  24
bond   7  25
bond   7  26
bond   9  27
bond  10  28
bond  11  29
bond  12  30
bond  13  31
bond  15  32
bond  16  33
bond  17  34
bond  18  35
bond  19  36
