atom   6   -0.2038338   -1.7757403    1.8255138
atom   6    0.3748862   -1.2286903    0.5619938
atom   6    1.4829262   -1.9312703   -0.0874462
atom   6    2.6166162   -1.2779703   -0.6313762
atom   6    3.6685662   -2.0004203   -1.1941362
atom   6    3.6388762   -3.3988703   -1.2253762
atom   6    2.5389562   -4.0663303   -0.6738362
atom   6    1.4836462   -3.3486003   -0.1137062
atom   7   -0.1561838   -0.0737803    0.0892638
atom   6    0.2345962    0.4081997   -1.2515362
atom   6   -1.1689738    0.5845097    0.7304538
atom   6   -1.7382638    1.8736397    0.4460038
atom   6   -3.0040338    2.1500297    1.0451738
atom   6   -3.6479538    3.3705697    0.8827238
atom   6   -3.0663438    4.3896097    0.1133138
atom   6   -1.8154738    4.1543797   -0.4670262
atom   6   -1.1565838    2.9350897   -0.3048062
atom   1    0.3448662   -2.6637203    2.1586438
atom   1   -0.1555738   -1.0219003    2.6353538
atom   1   -1.2735138   -2.0438603    1.7237638
atom   1    2.6951662   -0.1922303   -0.5795362
atom   1    4.5302462   -1.4626003   -1.5979162
atom   1    4.4656262   -3.9611703   -1.6653062
atom   1    2.4979862   -5.1585103   -0.6876262
atom   1    0.6284462   -3.8908703    0.2943238
atom   1    0.5709762   -0.4386603   -1.8548962
atom   1    1.0377462    1.1513897   -1.1952862
atom   1   -0.6420638    0.8550797   -1.7294562
atom   1   -1.6156238    0.0464197    1.5597338
atom   1   -3.4783538    1.3673797    1.6435638
atom   1   -4.6199838    3.5306197    1.3574038
atom   1   -3.5730338    5.3479397   -0.0198862
atom   1   -1.3297638    4.9418497   -1.0500762
atom   1   -0.1645738    2.8284897   -0.7379962
bond   1   2
bond   2   3
bond   3   4
bond   4   5
bond   5   6
bond   6   7
bond   3   8
bond   7   8
bond   2   9
bond   9  10
bond   9  11
bond  11  12
bond  12  13
bond  13  14
bond  14  15
bond  15  16
bond  12  17
bond  16  17
bond   1  18
bond   1  19
bond   1  20
bond   4  21
bond   5  22
bond   6  23
bond   7  24
bond   8  25
bond  10  26
bond  10  27
bond  10  28
bond  11  29
bond  13  30
bond  14  31
bond  15  32
bond  16  33
bond  17  34
