Command line
python ../../src/cgr.py -p --true --withH
Args
{'activation': 'ReLU',
 'adding_bond_types': True,
 'adding_h': False,
 'aggregation': 'mean',
 'aggregation_norm': 100,
 'atom_constraints': [],
 'atom_descriptor_scaling': True,
 'atom_descriptors': None,
 'atom_descriptors_path': None,
 'atom_descriptors_size': 0,
 'atom_features_size': 0,
 'atom_messages': False,
 'atom_targets': [],
 'batch_size': 50,
 'bias': False,
 'bias_solvent': False,
 'bond_constraints': [],
 'bond_descriptor_scaling': True,
 'bond_descriptors': None,
 'bond_descriptors_path': None,
 'bond_descriptors_size': 0,
 'bond_features_size': 0,
 'bond_targets': [],
 'cache_cutoff': 10000,
 'checkpoint_dir': None,
 'checkpoint_frzn': None,
 'checkpoint_path': None,
 'checkpoint_paths': None,
 'class_balance': False,
 'config_path': '../../data/hypers_proparg_cgr.json',
 'constraints_path': None,
 'crossval_index_dir': None,
 'crossval_index_file': None,
 'crossval_index_sets': None,
 'cuda': False,
 'data_path': 'data_123_train.csv',
 'data_weights_path': None,
 'dataset_type': 'regression',
 'depth': 5,
 'depth_solvent': 3,
 'device': device(type='cpu'),
 'dropout': 0.25,
 'empty_cache': False,
 'ensemble_size': 1,
 'epochs': 300,
 'evidential_regularization': 0,
 'explicit_h': True,
 'extra_metrics': [],
 'features_generator': None,
 'features_only': False,
 'features_path': None,
 'features_scaling': True,
 'features_size': None,
 'ffn_hidden_size': 400,
 'ffn_num_layers': 3,
 'final_lr': 0.0001,
 'folds_file': None,
 'freeze_first_only': False,
 'frzn_ffn_layers': 0,
 'gpu': None,
 'grad_clip': None,
 'hidden_size': 400,
 'hidden_size_solvent': 300,
 'ignore_columns': None,
 'init_lr': 0.0001,
 'is_atom_bond_targets': False,
 'keeping_atom_map': False,
 'log_frequency': 10,
 'loss_function': 'mse',
 'max_data_size': None,
 'max_lr': 0.001,
 'metric': 'mae',
 'metrics': ['mae'],
 'minimize_score': True,
 'mpn_shared': False,
 'multiclass_num_classes': 3,
 'no_adding_bond_types': False,
 'no_atom_descriptor_scaling': False,
 'no_bond_descriptor_scaling': False,
 'no_cache_mol': False,
 'no_cuda': False,
 'no_features_scaling': False,
 'no_shared_atom_bond_ffn': False,
 'num_folds': 1,
 'num_lrs': 1,
 'num_tasks': 1,
 'num_workers': 8,
 'number_of_molecules': 1,
 'overwrite_default_atom_features': False,
 'overwrite_default_bond_features': False,
 'phase_features_path': None,
 'pytorch_seed': 0,
 'quiet': False,
 'reaction': True,
 'reaction_mode': 'reac_diff',
 'reaction_solvent': False,
 'resume_experiment': False,
 'save_dir': 'fold_0',
 'save_preds': False,
 'save_smiles_splits': False,
 'seed': 0,
 'separate_test_atom_descriptors_path': None,
 'separate_test_bond_descriptors_path': None,
 'separate_test_constraints_path': None,
 'separate_test_features_path': None,
 'separate_test_path': 'data_123_test.csv',
 'separate_test_phase_features_path': None,
 'separate_val_atom_descriptors_path': None,
 'separate_val_bond_descriptors_path': None,
 'separate_val_constraints_path': None,
 'separate_val_features_path': None,
 'separate_val_path': 'data_123_val.csv',
 'separate_val_phase_features_path': None,
 'shared_atom_bond_ffn': True,
 'show_individual_scores': False,
 'smiles_columns': ['rxn_smiles_mapped'],
 'spectra_activation': 'exp',
 'spectra_phase_mask_path': None,
 'spectra_target_floor': 1e-08,
 'split_key_molecule': 0,
 'split_sizes': [1.0, 0.0, 0.0],
 'split_type': 'random',
 'target_columns': ['Eafw'],
 'target_weights': None,
 'task_names': ['Eafw'],
 'test': False,
 'test_fold_index': None,
 'train_data_size': None,
 'undirected': False,
 'use_input_features': False,
 'val_fold_index': None,
 'warmup_epochs': 2.0,
 'weights_ffn_num_layers': 2}
Setting molecule featurization parameters to default.
Loading data
Number of tasks = 1
Fold 0
Splitting data with seed 0
Total size = 602 | train size = 602 | val size = 76 | test size = 75
Fitting scaler
Building model 0
MoleculeModel(
  (encoder): MPN(
    (encoder): ModuleList(
      (0): MPNEncoder(
        (dropout): Dropout(p=0.25, inplace=False)
        (act_func): ReLU()
        (W_i): Linear(in_features=193, out_features=400, bias=False)
        (W_h): Linear(in_features=400, out_features=400, bias=False)
        (W_o): Linear(in_features=565, out_features=400, bias=True)
      )
    )
  )
  (readout): Sequential(
    (0): Dropout(p=0.25, inplace=False)
    (1): Linear(in_features=400, out_features=400, bias=True)
    (2): ReLU()
    (3): Dropout(p=0.25, inplace=False)
    (4): Linear(in_features=400, out_features=400, bias=True)
    (5): ReLU()
    (6): Dropout(p=0.25, inplace=False)
    (7): Linear(in_features=400, out_features=1, bias=True)
  )
)
Number of parameters = 785,201
Epoch 0
Loss = 1.2085e+00, PNorm = 43.9002, GNorm = 4.4045, lr_0 = 5.1250e-04
Validation mae = 2.110648
Epoch 1
Loss = 1.0878e+00, PNorm = 43.9242, GNorm = 2.1283, lr_0 = 9.2500e-04
Validation mae = 2.012453
Epoch 2
Loss = 1.1044e+00, PNorm = 43.9636, GNorm = 2.1338, lr_0 = 9.9422e-04
Validation mae = 2.011631
Epoch 3
Loss = 1.1210e+00, PNorm = 43.9954, GNorm = 1.8009, lr_0 = 9.8720e-04
Validation mae = 2.004527
Epoch 4
Loss = 8.2625e-01, PNorm = 44.0248, GNorm = 2.4261, lr_0 = 9.8024e-04
Loss = 1.0451e+00, PNorm = 44.0512, GNorm = 0.8842, lr_0 = 9.7395e-04
Loss = 9.0657e-01, PNorm = 44.0538, GNorm = 5.7847, lr_0 = 9.7332e-04
Validation mae = 1.965106
Epoch 5
Loss = 8.7229e-01, PNorm = 44.0843, GNorm = 0.8682, lr_0 = 9.6707e-04
Validation mae = 2.025252
Epoch 6
Loss = 8.8846e-01, PNorm = 44.0975, GNorm = 0.9118, lr_0 = 9.6025e-04
Validation mae = 1.994126
Epoch 7
Loss = 8.5430e-01, PNorm = 44.1094, GNorm = 0.6604, lr_0 = 9.5347e-04
Validation mae = 1.973578
Epoch 8
Loss = 9.2600e-01, PNorm = 44.1287, GNorm = 1.3383, lr_0 = 9.4674e-04
Validation mae = 1.992440
Epoch 9
Loss = 1.0026e+00, PNorm = 44.1469, GNorm = 0.9563, lr_0 = 9.4006e-04
Loss = 8.2167e-01, PNorm = 44.1576, GNorm = 1.1808, lr_0 = 9.3402e-04
Loss = 8.2948e-02, PNorm = 44.1590, GNorm = 1.4575, lr_0 = 9.3342e-04
Validation mae = 1.973993
Epoch 10
Loss = 8.5211e-01, PNorm = 44.1714, GNorm = 0.6273, lr_0 = 9.2743e-04
Validation mae = 2.025606
Epoch 11
Loss = 8.8325e-01, PNorm = 44.1795, GNorm = 0.7925, lr_0 = 9.2089e-04
Validation mae = 1.974132
Epoch 12
Loss = 7.4734e-01, PNorm = 44.1831, GNorm = 0.5811, lr_0 = 9.1439e-04
Validation mae = 1.976363
Epoch 13
Loss = 7.8864e-01, PNorm = 44.1898, GNorm = 0.8261, lr_0 = 9.0793e-04
Validation mae = 1.993675
Epoch 14
Loss = 8.0471e-01, PNorm = 44.1958, GNorm = 0.8820, lr_0 = 9.0152e-04
Loss = 8.5951e-01, PNorm = 44.2038, GNorm = 1.0244, lr_0 = 8.9574e-04
Loss = 2.4547e-01, PNorm = 44.2037, GNorm = 1.9060, lr_0 = 8.9516e-04
Validation mae = 1.993995
Epoch 15
Loss = 8.6198e-01, PNorm = 44.2027, GNorm = 1.0165, lr_0 = 8.8942e-04
Validation mae = 1.979973
Epoch 16
Loss = 8.5063e-01, PNorm = 44.2094, GNorm = 0.9881, lr_0 = 8.8314e-04
Validation mae = 1.987851
Epoch 17
Loss = 6.9835e-01, PNorm = 44.2170, GNorm = 1.4333, lr_0 = 8.7691e-04
Validation mae = 1.980857
Epoch 18
Loss = 8.2500e-01, PNorm = 44.2178, GNorm = 0.5694, lr_0 = 8.7072e-04
Validation mae = 1.982788
Epoch 19
Loss = 7.3630e-01, PNorm = 44.2240, GNorm = 0.7983, lr_0 = 8.6457e-04
Loss = 8.4836e-01, PNorm = 44.2253, GNorm = 0.3995, lr_0 = 8.5902e-04
Loss = 1.1995e-01, PNorm = 44.2252, GNorm = 0.9801, lr_0 = 8.5847e-04
Validation mae = 1.966366
Epoch 20
