 6786 0.1640054 -0.15272863
 1829 0.29149505 0.25563994
 422 0.5128908 0.56921345
 2567 -0.6766029 -0.68307173
 11621 -1.2467374 -1.4287866
 11818 0.06530437 -0.046436433
 109 -1.6996752 -1.6228402
 3053 0.27151647 0.60939455
 5006 1.0309659 0.24402912
 6637 -2.1928256 -1.0491736
 6289 -0.1175411 -0.22332399
 8465 -0.8170076 -0.438403
 5877 1.0020595 0.64285403
 2614 0.1309463 0.401337
 4923 0.005069311 0.012640913
 860 0.15270348 -0.7512756
 9821 0.37288448 0.5236749
 4255 -0.2568965 -0.22896066
 11266 -0.905935 -0.85437644
 4168 -0.6014757 -0.77651
 7753 0.120365895 0.42434353
 586 0.11196337 0.46956232
 8328 -0.45606065 -0.29413027
 592 -1.1759343 -0.8632371
 10256 0.703459 0.31985646
 9298 1.0656229 0.14871487
 10226 -0.6666606 0.5641172
 11347 0.3674061 0.14345837
 5173 1.3382233 -0.6299808
 758 -1.1861521 -1.0272541
 6741 -1.0922093 -1.0310742
 7605 -0.43559158 -0.19791754
 121 -0.037450768 -0.07279527
 127 -1.6349328 -1.6760261
 5438 0.29698855 0.1553138
 479 0.06188056 -0.002905216
 224 -0.11020298 -0.02341431
 5825 0.5375474 0.65922624
 9605 0.40789822 1.1151168
 4550 -0.6207162 -0.7868674
 3627 -0.9042238 -0.9001346
 3213 0.20232375 0.14263032
 1870 0.3027369 0.14125878
 5133 -1.0784324 -1.0033565
 5584 1.9510434 1.8605313
 9197 -1.757237 -1.6773286
 2514 -0.9432389 -0.13786778
 4818 0.076217115 0.022281695
 8179 -0.99039024 0.7069592
 11373 -1.1995256 -0.8801567
 10744 1.0253601 0.57363915
 8121 -1.2448162 -0.5490915
 3418 -0.39161882 -0.21124457
 8092 0.020977268 0.005349893
 9249 1.6526983 1.5132065
 2018 0.92869985 0.96475685
 5092 -0.70724255 -0.51143295
 1575 -0.53231966 -0.56291395
 8712 -0.78539747 -0.7784338
 363 0.85659856 1.0203267
 268 -0.67195374 -0.76707745
 1835 1.3084551 0.69870454
 5803 0.11621231 -0.110707566
 5553 1.3280449 0.5511768
 467 -0.35431215 -0.4395385
 1268 -0.5699325 -0.19439396
 3674 -0.012635586 -0.1887854
 10842 0.15979588 0.29513472
 11604 0.63500845 0.6946167
 6584 1.4799752 1.5865816
 826 1.8716966 0.43069333
 2814 0.22161564 0.13061689
 6592 0.14008501 0.28540298
 4961 0.034522615 0.11848456
 9505 -0.6955074 -0.83898884
 5667 -1.3474728 -1.3549987
 5799 0.8450478 0.2237332
 7656 -0.2513535 -0.20267409
 6701 0.040943008 0.4532979
 10157 -0.56786466 -0.54074806
 9455 0.33671924 0.44238895
 978 0.585511 0.49051714
 403 1.025382 -2.1179607
 1780 -0.29275003 -0.23447731
 2995 -0.3810366 -0.3442853
 10333 0.62416995 0.47016555
 9944 0.027712582 -0.22068131
 1050 0.70964974 0.046286866
 10619 1.7265795 1.3577394
 3549 -0.38339463 -0.32105243
 6372 2.8655353 0.064797565
 6660 0.31716424 -0.26357248
 7941 2.9893286 1.5497373
 681 1.1332952 -0.16399442
 4748 -0.75118047 -0.824478
 8894 1.0342673 0.94048846
 2223 -1.6619569 -1.0441344
 5841 -0.37182042 -0.3897508
 9810 0.34762833 -0.28608784
 8820 0.58163846 0.6130929
 9588 -1.1163924 -1.138851
 6102 0.18169516 0.20984872
 7607 1.33281 1.0568684
 10937 0.107823536 0.21507122
 4347 0.23361205 0.5250784
 3868 1.1447947 1.0337944
 8094 -1.4061246 -1.1929177
 8927 1.0480483 -0.5782494
 5 -0.40842617 -0.4987371
 1286 -0.5803007 -0.46924117
 6150 -0.16655445 0.13615131
 5352 -0.020130932 0.012019325
 1417 -0.57488376 -0.71443146
 6152 -0.27868578 -0.21176882
 8204 -0.49574184 -0.75354445
 781 -1.6809096 -1.6182898
 6733 -0.6906956 -0.8784289
 9999 0.40392983 0.92142636
 7218 1.0261403 0.9357387
 2453 -1.9229935 -1.6505048
 3515 1.1832135 1.1630359
 9495 0.054855995 -0.026095107
 1115 -0.5628108 -0.53938705
 3837 -1.4886028 -1.5244635
 7935 2.0846546 0.8909087
 2336 -0.33137736 -0.34902775
 9984 -1.6145654 -1.586506
 4708 -0.55865353 -0.65586996
 8229 0.79354984 0.17137948
 1350 -0.045047883 -0.21926963
 10693 1.9618621 1.796454
 8457 -0.47222164 -0.62654126
 7418 -1.4112307 -1.4931369
 1934 1.0424548 1.1184889
 879 -0.122753136 -0.15026018
 8208 1.5839378 -0.3224084
 2451 -0.049473763 -0.27959558
 7091 -0.33194393 -0.40669283
 250 -1.9366888 -1.7768747
 3548 -0.3743077 -0.4781816
 2874 -0.07017111 0.0012995582
 8891 0.09575241 -0.46568266
 10918 -1.0784806 -1.0037582
 2727 -0.9967244 -0.9624702
 4808 1.2783531 1.263055
 6600 -0.53348213 -0.5977098
 11450 1.8182211 1.634757
 10859 1.8601613 1.8433348
 5901 1.2236354 1.1166719
 4558 0.7629446 0.90538996
 814 0.931189 0.8085868
 10094 -1.0734684 -0.8897568
 11183 0.80261844 1.4789433
 5022 -0.010144166 0.09102143
 6387 0.001413089 -0.5498149
 7092 -1.0201374 -0.45788604
 3770 -2.1505136 -2.0777602
 6363 -0.49495247 -0.77582836
 2174 0.64225763 0.5981762
 1184 -0.13310434 -0.072153986
 4128 1.0016419 0.95679694
 5947 0.7015319 0.028807133
 10980 -0.251133 -0.25496373
 9286 0.82682943 0.55031693
 6536 -0.8634951 -0.77514243
 2768 -0.8552723 -0.863969
 8881 0.59544367 0.39605197
 1202 -0.27925235 -0.31706914
 2420 -0.014207907 0.016214082
 3252 0.6483732 0.6084667
 2007 0.32316014 0.37222275
 4154 -0.20621318 -0.36141163
 1851 1.555499 1.3400608
 3164 -1.6663475 -1.700478
 7038 -0.3937669 0.52428705
 863 0.56896955 -1.1755869
 129 -1.4551264 -0.64947146
 2273 1.5982125 1.2198982
 6435 0.7471104 1.4601176
 6820 0.4153812 0.25533456
 10467 0.6696825 -0.32309803
 2474 -0.06409865 -0.13695137
 1994 -1.0668899 -1.0163364
 2986 0.108420834 0.26293483
 7114 -0.713668 -0.5982407
 3760 -0.99206066 -0.9280905
 4946 0.5894143 0.5821386
 2836 0.5051796 0.6495099
 9912 -0.03921837 -0.18018489
 25 0.7451402 0.7619963
 4442 -0.98730016 -0.9234134
 7037 2.8534145 0.8279865
 8416 0.8289862 0.08921349
 10529 -0.5240652 -0.8989721
 4674 0.08483967 0.039861426
 1796 -0.6379907 -0.5955786
 1895 0.7843483 0.76442224
 1767 1.1643708 1.0923649
 5575 0.06304811 0.14173608
 8811 0.2104164 -0.07516101
 6576 0.003125224 0.08739424
 3345 -0.21646124 -0.08019444
 2650 0.56028324 -0.062307533
 376 0.50079036 0.13622543
 5113 -0.9035953 -0.9733085
 26 1.3110538 1.551369
 8668 -0.98241633 -0.98560184
 2047 1.2613853 1.2091395
 1536 0.797874 -0.1164463
 9601 -0.40213186 -0.45009992
 6338 1.1542588 1.5077122
 1316 0.9098485 0.2562686
 7717 4.7536182 0.16101477
 9284 -0.06586304 0.09161605
 5416 2.1159098 1.8289709
 4684 -0.29672667 -0.41727334
 8588 0.015733138 -0.036727015
 10477 0.05900958 -0.07552707
 10416 2.5788715 2.6761358
